Name,Year,Score,Genre,Language,Budget,Revenue,Profit
Wolf Warrior,2015-04-02,62.0,"Action,War", Chinese,12000000.0,80000000.0,68000000.0
"Crouching Tiger, Hidden Dragon",2001-01-04,74.0,"Adventure,Drama,Action,Romance", Chinese,15000000.0,213963830.0,198963830.0
Garo: Divine Flame,2016-04-01,59.0,"Action,Animation", Japanese,101300000.0,819177204.2,717877204.2
New Initial D the Movie - Legend 3: Dream,2016-02-06,76.0,"Action,Animation,Drama", Japanese,128800000.0,487794129.8,358994129.8
Detective Conan: Dimensional Sniper,2014-04-19,69.0,"Action,Animation,Drama,Mystery", Japanese,149800000.0,858082276.4,708282276.4
Children Who Chase Lost Voices,2011-05-07,72.0,"Animation,Adventure,Drama,Fantasy,Romance", Japanese,164000000.0,436456074.6,272456074.6
Sex: A Relationship and Not Marriage,2016-04-19,57.0,"Romance,Drama", Korean,114800000.0,384414469.8,269614469.8
Raw,2017-03-15,71.0,"Drama,Horror", French,3500000.0,4100000.0,600000.0
Poveda,2016-02-24,70.0,"Drama,History"," Spanish, Castilian",55200000.0,280089513.4,224889513.39999998
Wasabi,2001-10-31,66.0,"Drama,Action,Comedy", French,15300000.0,7000000.0,-8300000.0
League of Gods,2016-07-28,54.0,"Action,Fantasy", Chinese,38000000.0,43300000.0,5300000.0
The Knight of Shadows: Between Yin and Yang,2019-02-05,55.0,"Action,Fantasy", Chinese,123000000.0,748580504.0,625580504.0
An Affair: Kind Daughters-in-law,2018-01-25,10.0,Romance, Korean,201940000.0,38157314.0,-163782686.0
Sailor Moon R: The Movie,2000-07-27,80.0,"Animation,Romance,Action,Fantasy", Japanese,54601333.2,12307555.0,-42293778.2
Taxi 2,2000-03-29,62.0,"Action,Comedy", French,10500000.0,64400000.0,53900000.0
Mojin: The Lost Legend,2015-12-18,62.0,"Action,Adventure,Fantasy", Chinese,37000000.0,278300000.0,241300000.0
Adult Only Institute,2017-03-14,47.0,"Comedy,Drama,Romance", Korean,147200000.0,937727043.8,790527043.8
Modest Heroes,2018-08-24,67.0,"Animation,Fantasy,Adventure,Drama", Japanese,95400000.0,743295228.4,647895228.4
The Battleship Island,2017-08-10,72.0,"Action,History,Drama", Korean,21000000.0,46183383.0,25183383.0
Innocent Voices,2005-01-28,81.0,"Drama,War"," Spanish, Castilian",1564753.2,837000.0,-727753.2
Tae Guk Gi: The Brotherhood of War,2004-02-05,80.0,"Action,Adventure,Drama,History,War", Korean,1500000.0,56511542.0,55011542.0
Busty Girlfriend,2019-03-08,70.0,Romance, Korean,105740523.8,345465556.8,239725033.0
Sekaiichi Hatsukoi Movie,2014-03-15,67.0,"Animation,Romance,Drama", Japanese,98400000.0,967011006.4,868611006.4
Sadako vs. Kayako,2016-06-18,54.0,Horror, Japanese,3280017.8,9256114.0,5976096.2
Sweet Sex,2017-07-06,64.0,"Romance,Drama", Korean,102000000.0,254278668.2,152278668.2
Climax,2018-09-19,71.0,"Horror,Music", French,2940457.0,1088907.0,-1851550.0
Noblesse: The Beginning of Destruction,2015-11-28,67.0,"Animation,Comedy,Drama,Fantasy,Mystery,Horror", Korean,116800000.0,443267737.2,326467737.2
Detective Conan: The Time Bombed Skyscraper,1997-04-19,73.0,"Adventure,Mystery,Animation", Japanese,28420000.0,9107390.0,-19312610.0
Nice Sister-In-Law 2019,2019-06-05,0.0,"Drama,Romance", Korean,185534545.8,178359863.0,-7174682.800000012
The Stolen Princess,2019-12-25,68.0,"Animation,Comedy,Adventure,Family", Ukrainian,61424639.8,6914017.0,-54510622.8
The Myth,2005-05-11,63.0,"Action,Adventure,Comedy,Drama,Fantasy", Chinese,15000000.0,230622652.4,215622652.4
Terra Formars,2016-04-29,61.0,"Action,Horror,Science Fiction", Japanese,117000000.0,533308584.8,416308584.8
Children of Heaven,1999-01-22,80.0,"Drama,Family", Persian,180000.0,925402.0,745402.0
Psycho-Pass: The Movie,2016-05-26,71.0,"Animation,Science Fiction,Action", Japanese,160200000.0,382043039.8,221843039.8
Seaquake,2012-11-23,0.0,"Drama,Romance", Portuguese,185534545.8,178359863.0,-7174682.800000012
Secrets of a Desperate Housewife,2008-01-01,85.0,, Japanese,139800000.0,1430410849.2,1290610849.2
Trinity Seven: Eternity Library & Alchemic Girl,2017-02-01,76.0,"Animation,Action,Comedy,Fantasy", Japanese,136000000.0,356069126.0,220069126.0
Infernal Affairs,2003-11-05,78.0,"Drama,Action,Thriller,Crime,Mystery", Cantonese,125000.0,8708932.0,8583932.0
Kikujiro,1999-06-05,76.0,"Comedy,Drama,Family", Japanese,129335539.8,730150249.8,600814710.0
The Crimson Rivers,2000-09-27,69.0,"Crime,Mystery,Thriller", French,2365000.0,257720413.2,255355413.2
Children of the Sea,2019-06-15,71.0,"Animation,Fantasy,Adventure,Mystery", Japanese,79171600.0,300062289.2,220890689.2
Doraemon: Nobita's New Great Adventure Into the Underworld - The Seven Magic Users,2007-03-10,73.0,"Family,Adventure,Animation", Japanese,65000000.0,504738420.0,439738420.0
General Cemetery,2013-07-25,66.0,Horror," Spanish, Castilian",75100000.0,636679839.4,561579839.4
The Chaser,2008-02-14,78.0,"Crime,Thriller,Action", Korean,120456666.0,4028782.6,-116427883.4
The Wailing,2016-05-12,73.0,"Horror,Mystery", Korean,10951000.0,49851770.0,38900770.0
Zombie Fight Club,2014-10-23,47.0,"Action,Horror", Chinese,127200000.0,933790755.0,806590755.0
The 12th Man,2017-12-25,73.0,"War,Drama", Norwegian,7806306.0,9567121.0,1760815.0
Another Egg and Chicken Movie,2009-04-20,76.0,"Animation,Comedy,Adventure"," Spanish, Castilian",1900000.0,8600000.0,6700000.0
Incendies,2011-03-03,81.0,"Drama,War,Mystery", French,6800000.0,16017448.0,9217448.0
Lady Vengeance,2006-08-03,76.0,"Drama,Thriller", Korean,3675000.0,23803308.0,20128308.0
The City of Lost Children,1995-12-21,73.0,"Fantasy,Science Fiction,Adventure", French,18000000.0,1738611.0,-16261389.0
Twin Dragons,1992-01-15,67.0,"Comedy,Action", Cantonese,10000000.0,8332431.0,-1667569.0
Taxi 3,2003-01-29,57.0,"Action,Comedy", French,14500000.0,65497208.0,50997208.0
Gintama: The Movie: The Final Chapter: Be Forever Yorozuya,2013-07-04,81.0,"Action,Comedy,Science Fiction,Animation", Japanese,99060000.0,749472009.2,650412009.2
Welcome to the Sticks,2008-09-04,67.0,"Comedy,Drama,Romance", French,11000000.0,245144417.0,234144417.0
The Monkey King 3,2018-02-16,54.0,"Action,Adventure,Fantasy", Chinese,73000000.0,5470255.6,-67529744.4
Crazy Safari,1991-07-05,47.0,"Action,Comedy", Cantonese,112200000.0,851011213.0,738811213.0
Downfall,2005-04-21,78.0,"Drama,History,War", German,18339750.0,92180910.0,73841160.0
Lupin the Third: The Castle of Cagliostro,1995-07-11,75.0,"Family,Animation,Adventure,Comedy,Crime", Japanese,7202188.0,8194857.0,992669.0
One Piece: Episode of Luffy - Hand Island Adventure,2012-12-15,68.0,"Action,Animation,Adventure,Comedy,Drama", Japanese,91380000.0,233325357.6,141945357.6
Cardcaptor Sakura: The Movie,1999-08-21,77.0,"Fantasy,Animation,Adventure,Action,Drama", Japanese,175400000.0,482909584.2,307509584.2
Blue Exorcist: The Movie,2012-12-28,73.0,"Animation,Fantasy,Mystery,Horror,Action", Japanese,128000000.0,462588501.0,334588501.0
Wither,2013-05-09,55.0,Horror, Swedish,49200000.0,427304425.6,378104425.6
Once Upon a Time: The Super Heroes,2001-12-23,65.0,"Documentary,TV Movie", French,64000000.0,357013023.4,293013023.4
Blood Money,2012-03-31,61.0,"Drama,Action,Thriller", Hindi,218000000.0,523582647.0,305582647.0
Funny Games,1997-10-01,73.0,"Drama,Horror,Thriller", German,15000000.0,8200127.0,-6799873.0
Hal,2014-11-26,68.0,"Animation,Romance", Japanese,77300000.0,485195666.4,407895666.4
Another Gantz,2011-04-22,71.0,"Action,Science Fiction,Mystery", Japanese,149000000.0,461645888.0,312645888.0
Nice Sister-In-Law 2,2017-10-08,53.0,Romance, Korean,121400000.0,492196010.4,370796010.4
Tokyo Godfathers,2003-12-29,79.0,"Animation,Drama,Comedy", Japanese,63200000.0,385152856.6,321952856.6
Beautiful Vampire,2018-07-13,71.0,"Romance,Fantasy,Drama,Family", Korean,165000000.0,871192792.8,706192792.8
Death Note: The Last Name,2007-07-03,70.0,"Fantasy,Thriller,Mystery", Japanese,17000000.0,47919757.0,30919757.0
Big Boobs Buster,1990-04-25,70.0,"Comedy,Action,Science Fiction", Japanese,142200000.0,265791981.0,123591981.0
Mom's Friend 6,2019-11-08,30.0,Romance, Korean,15541000.0,38139010.0,22598010.0
Vampire Hunter D,2004-12-03,66.0,"Animation,Fantasy,Horror", Japanese,97000000.0,604651607.0,507651607.0
Lu-To,2013-11-15,53.0,," Spanish, Castilian",159000000.0,279278382.2,120278382.19999999
The Piano Teacher,2002-07-11,73.0,"Drama,Romance", French,3000000.0,9801375.0,6801375.0
Ayla: The Daughter of War,2018-06-21,81.0,"Drama,War,History", Turkish,4172781.0,60006602.2,55833821.2
Boy Missing,2016-08-19,65.0,"Mystery,Thriller"," Spanish, Castilian",99600000.0,413460560.8,313860560.8
Monster Hunt 2,2018-02-16,68.0,"Adventure,Comedy,Fantasy", Chinese,17624096.6,361682618.0,344058521.4
Police Story 4: First Strike,1997-04-17,65.0,"Action,Adventure,Comedy,Crime,Drama,Thriller", Cantonese,52610000.0,21890845.0,-30719155.0
Homejack Reverse,2017-04-05,44.0,, Japanese,132800000.0,545186295.4,412386295.4
Detective Conan: The Phantom of Baker Street,2002-04-20,76.0,"Animation,Adventure,Mystery", Japanese,166000000.0,459843093.0,293843093.0
Inhuman Kiss,2019-03-14,64.0,"Drama,Horror,Romance", Thai,1200000.0,192806554.6,191606554.6
The Monkey King 2,2016-01-22,58.0,"Action,Adventure,Fantasy", Chinese,68490000.0,193677158.0,125187158.0
Gintama,2017-07-14,69.0,"Action,Adventure,Comedy,Science Fiction", Japanese,121600000.0,367221429.0,245621429.0
Cold Eyes,2013-07-03,75.0,"Crime,Action,Thriller", Korean,15700948.0,37795598.0,22094650.0
Ozzy,2016-10-14,60.0,"Animation,Family"," Spanish, Castilian",10000000.0,124778311.2,114778311.2
The Little Witch,2018-02-01,69.0,"Family,Comedy,Drama", German,89800000.0,555154354.0,465354354.0
Good Water Boarding House 2,2019-01-17,10.0,Romance, Korean,201940000.0,38157314.0,-163782686.0
Nosferatu,2013-10-25,77.0,"Fantasy,Horror", German,46153454.6,19054.0,-46134400.6
Summertime,2015-08-19,67.0,"Comedy,Drama,Romance", French,120580000.0,541292565.8,420712565.79999995
My Friend's Sister 2,2018-08-10,10.0,Romance, Korean,201940000.0,38157314.0,-163782686.0
Roujin Z,1991-09-14,64.0,"Animation,Drama,Science Fiction", Japanese,51000000.0,683521420.2,632521420.2
Midori,1992-05-02,64.0,"Animation,Drama,Horror,Romance", Japanese,115200000.0,1056000135.4,940800135.4
Nice Sister-In-Law 3,2018-06-07,63.0,Romance, Korean,90000000.0,556720975.0,466720975.0
Full Speed,2016-11-11,60.0,"Family,Comedy,Action", French,18462000.2,7268779.0,-11193221.2
Armero,2017-01-04,77.0,," Spanish, Castilian",62100000.0,474079016.4,411979016.4
Erotic Ghost Story,1993-01-01,0.0,Drama, Cantonese,174600000.0,175269998.8,669998.8000000119
New Initial D the Movie - Legend 1: Awakening,2014-08-24,82.0,"Animation,Action", Japanese,227600000.0,1101791047.6,874191047.5999999
A Werewolf Boy,2012-10-31,77.0,"Romance,Fantasy", Korean,112640000.0,719378536.0,606738536.0
Asterix & Obelix Take on Caesar,2006-08-07,60.0,"Family,Adventure,Comedy,Fantasy", French,1881932.4,1644060.0,-237872.3999999999
Burning,2018-05-17,74.0,"Mystery,Drama,Thriller", Korean,7280000.0,6591038.0,-688962.0
Doraemon: Nobita's Treasure Island,2018-03-03,70.0,Animation, Japanese,72000000.0,757565646.4,685565646.4
Doraemon: Nobita and the Winged Braves,2001-03-10,74.0,"Family,Animation,Adventure", Japanese,80000000.0,430315391.8,350315391.8
Street Fighter II: The Animated Movie,1994-08-06,69.0,"Animation,Action", Japanese,97500000.0,589458929.8,491958929.79999995
Astérix at the Olympic Games,2008-09-18,52.0,"Fantasy,Adventure,Comedy,Family", French,97250400.0,132900000.0,35649600.0
A Chinese Odyssey Part Two: Cinderella,1995-02-04,76.0,"Comedy,Fantasy,Action,Adventure,Romance", Cantonese,31655933.2,2692748.0,-28963185.2
Sunny Side Battle!,2014-09-11,58.0,"Action,Animation,Comedy", Japanese,76300000.0,493662105.2,417362105.2
Curse of the Golden Flower,2007-02-01,68.0,"Action,Drama,Fantasy", Chinese,45000000.0,78568977.0,33568977.0
Scarlet Innocence,2014-10-02,63.0,"Thriller,Drama,Romance", Korean,128400000.0,347841682.0,219441682.0
All About My Mother,1999-04-16,77.0,"Comedy,Drama"," Spanish, Castilian",8272296.0,67872296.0,59600000.0
Dancing With Ghosts,2018-09-27,0.0,"Fantasy,Drama,Comedy", Korean,203940000.0,178359863.0,-25580137.0
"Furin, hentai, monmon chômon",2019-10-25,100.0,Drama, Japanese,201000000.0,1569323843.8,1368323843.8
The 400 Blows,2003-07-19,81.0,Drama, French,174400000.0,895189907.0,720789907.0
A Tale of Legendary Libido,2008-04-30,60.0,"Comedy,Fantasy,Drama", Korean,146400000.0,259934071.2,113534071.19999999
Journey to the West: The Demons Strike Back,2017-01-28,61.0,"Adventure,Fantasy,Action", Chinese,63300000.0,731607.0,-62568393.0
Doraemon: Nobita's Chronicle of the Moon Exploration,2019-03-01,77.0,"Animation,Adventure", Japanese,65000000.0,161443195.6,96443195.6
Look Who's Back,2015-10-08,68.0,Comedy, German,3196621.0,25513752.0,22317131.0
Fullmetal Alchemist,2017-12-01,54.0,"Fantasy,Action,Science Fiction,Adventure", Japanese,10000000.0,45269004.6,35269004.6
Episode of Sabo: The Three Brothers' Bond - The Miraculous Reunion,2015-08-22,69.0,"Action,Animation", Japanese,32200000.0,480440467.4,448240467.4
HOUBA! On the Trail of the Marsupilami,2012-04-04,52.0,"Family,Adventure,Comedy", French,50000000.0,50100000.0,100000.0
Obsession,2015-06-04,64.0,"Romance,Thriller"," Dutch, Flemish",77400000.0,527322591.6,449922591.6
Errementari: The Blacksmith and the Devil,2018-03-02,64.0,"Drama,Fantasy,Horror", Basque,115600000.0,297850716.0,182250716.0
Once Upon a Time in China,1991-08-15,72.0,"Action,Drama", Cantonese,25657792.0,3826459.0,-21831333.0
District 13: Ultimatum,2009-02-18,64.0,"Action,Thriller,Crime", French,15000000.0,8786375.0,-6213625.0
Sonic the Hedgehog: The Movie,1996-01-26,68.0,"Action,Adventure,Animation,Comedy,Family,Science Fiction", Japanese,112400000.0,251358333.2,138958333.2
My Bossy Girl,2019-12-04,59.0,"Comedy,Romance", Korean,75600000.0,360738075.2,285138075.2
The Pool,2018-09-27,61.0,"Thriller,Horror", Thai,107000000.0,247575382.6,140575382.6
The Labyrinth of Grisaia,2015-04-12,55.0,"Animation,Drama,Thriller", Japanese,86100000.0,488100778.0,402000778.0
Overlord: The Undead King,2017-02-25,70.0,"Animation,Action,Adventure,Fantasy", Japanese,143000000.0,710606089.4,567606089.4
Next Door Sisters,2018-06-26,10.0,Romance, Korean,201940000.0,38157314.0,-163782686.0
Doraemon: Nobita's Great Adventure in the South Seas,1998-03-07,70.0,Animation, Japanese,72000000.0,757565646.4,685565646.4
One Wild Moment,2015-06-24,58.0,"Drama,Romance", French,108200000.0,196920944.4,88720944.4
High Lane,2009-06-24,61.0,"Action,Thriller,Horror", French,11000000.0,2141798.0,-8858202.0
Hacker,2019-03-28,67.0,"Action,Family", Danish,119000000.0,658226946.8,539226946.8
The Warriors Gate,2016-11-18,66.0,"Action,Adventure,Comedy,Family,Fantasy", Central Khmer,101400000.0,556363847.4,454963847.4
Guilty of Romance,2011-01-21,70.0,"Drama,Thriller,Horror,Mystery", Japanese,109700000.0,351533956.8,241833956.8
Thelma,2018-02-01,69.0,"Drama,Mystery,Thriller", Norwegian,5741614.0,1471656.0,-4269958.0
[REC]²,2009-10-01,66.0,"Thriller,Horror"," Spanish, Castilian",5600000.0,18469680.0,12869680.0
Sword of the Stranger,2007-09-29,76.0,"Action,Animation,History", Japanese,109200000.0,723094904.0,613894904.0
The Wicked Reporter 2: The Rebirth of Horserace Betting,1994-11-19,90.0,, Japanese,154800000.0,1156945606.4,1002145606.4000001
Blood-C: The Last Dark,2013-11-06,74.0,"Action,Horror,Science Fiction,Animation", Japanese,160400000.0,607150395.8,446750395.79999995
Miracle of Marcellino,1991-12-19,62.0,Drama, Italian,110800000.0,408974526.0,298174526.0
Ip Man,2008-12-18,77.0,"Drama,Action,History", Cantonese,11715578.0,22108789.0,10393211.0
A Woman With No Filter,2018-01-12,78.0,Comedy," Spanish, Castilian",116600000.0,586907459.0,470307459.0
Asterix: The Secret of the Magic Potion,2018-12-05,69.0,"Family,Animation,Comedy,Adventure", French,54700000.0,47349002.0,-7350998.0
Detective Conan: Private Eye in the Distant Sea,2013-04-19,66.0,"Action,Animation,Drama", Japanese,99000000.0,865571278.0,766571278.0
Ju-on: The Grudge 2,2003-08-23,63.0,"Horror,Thriller", Japanese,20000000.0,70700000.0,50700000.0
Ikiru,2006-04-07,83.0,Drama, Japanese,961023.8,55240.0,-905783.8
Water and Fire,2013-11-15,78.0,"Drama,Romance", Turkish,108000000.0,973912359.0,865912359.0
Asterix: The Mansions of the Gods,2015-01-16,68.0,"Animation,Comedy,Adventure,Family", French,30000000.0,42830578.0,12830578.0
The Wave,2008-03-11,75.0,"Drama,Thriller", German,7500000.0,19000000.0,11500000.0
El Mariachi,1993-02-22,67.0,"Action,Crime,Thriller"," Spanish, Castilian",7225.0,2040920.0,2033695.0
Black Fox,2019-10-05,70.0,"Animation,Action,Drama,Science Fiction", Japanese,95900000.0,592133862.2,496233862.20000005
What a Good Secretary Wants,2016-05-20,50.0,"Romance,Drama", Korean,63000000.0,652818078.0,589818078.0
Ranma ½: The Movie 3 — The Super Non-Discriminatory Showdown: Team Ranma vs. the Legendary Phoenix,1994-08-20,77.0,"Animation,Comedy", Japanese,65400000.0,413459843.2,348059843.2
Pokémon: Giratina and the Sky Warrior,2008-07-19,68.0,"Family,Adventure,Animation,Fantasy", Japanese,56700000.0,43300000.0,-13400000.0
NiNoKuni,2019-08-23,66.0,"Animation,Action,Adventure,Family,Fantasy,Romance", Japanese,103000000.0,395805039.2,292805039.2
Extreme Job,2019-01-23,70.0,"Action,Comedy,Crime", Korean,8120000.0,124652206.0,116532206.0
The Legend of the Chupacabras,2016-10-21,71.0,"Animation,Action,Adventure,Fantasy,Horror,History,Family"," Spanish, Castilian",1600000.0,5138140.0,3538140.0
Blue Is the Warmest Color,2013-11-16,71.0,"Romance,Drama", French,4300000.0,10165694.0,5865694.0
Antiporno,2017-01-28,68.0,"Drama,Mystery", Japanese,91200000.0,251678636.0,160478636.0
La Haine,1996-02-22,81.0,Drama, French,2600000.0,15300000.0,12700000.0
Nicky Larson and the Cupid's Perfume,2019-02-06,65.0,"Adventure,Comedy", French,42780000.0,14702744.0,-28077256.0
Like Stars on Earth,2009-08-29,80.0,Drama, Hindi,2600000.0,28430000.0,25830000.0
Only Yesterday,2006-09-01,74.0,"Animation,Drama,Romance", Japanese,8344625.6,473110.0,-7871515.6
"Kim Ji-young, Born 1982",2019-10-23,74.0,Drama, Korean,67800000.0,653988016.4,586188016.4
SPL: Kill Zone,2005-11-18,70.0,"Action,Crime,Drama,Thriller", Chinese,125600000.0,327562228.6,201962228.60000002
Ebola Syndrome,1996-06-15,63.0,"Horror,Crime", Cantonese,76200000.0,333183868.2,256983868.2
Jan Dara,2001-09-28,64.0,"Romance,Drama", Thai,102000000.0,254278668.2,152278668.2
Metropolis,2001-05-26,71.0,"Animation,Science Fiction", Japanese,15000000.0,1405032.0,-13594968.0
Kabhi Khushi Kabhie Gham,2001-12-14,78.0,"Comedy,Drama", Hindi,120000000.0,252034622.2,132034622.19999999
The Devil's Backbone,2001-10-19,73.0,"Fantasy,Drama,Horror,Thriller"," Spanish, Castilian",4500000.0,6582065.0,2082065.0
Oligosaccharide The Movie,2017-06-15,50.0,Drama, Korean,151600000.0,665194474.0,513594474.0
Girl,2018-11-01,72.0,Drama," Dutch, Flemish",1750000.0,8719182.0,6969182.0
Detective Conan: Full Score of Fear,2008-04-19,70.0,"Animation,Action,Crime,Mystery", Japanese,159940523.8,544794087.2,384853563.40000004
The Last Warrior,2017-10-19,69.0,"Fantasy,Family,Adventure,Action,Comedy", Russian,8250000.0,30060061.0,21810061.0
Detective Conan: The Eleventh Striker,2012-04-14,69.0,"Mystery,Action,Animation", Japanese,149000000.0,504700275.8,355700275.8
Dragon Nest: Warriors' Dawn,2014-05-20,77.0,"Fantasy,Animation", Chinese,40000000.0,230890092.0,190890092.0
Ghost in the Shell Arise - Border 3: Ghost Tears,2014-06-28,69.0,"Action,Animation,Science Fiction", Japanese,154000000.0,749502771.4,595502771.4
District B13,2004-11-09,68.0,"Action,Thriller,Science Fiction", French,12000000.0,9584131.0,-2415869.0
Erotic Ghost Story: Perfect Match,1997-11-06,25.0,"Comedy,Fantasy,Romance", Cantonese,12001040.0,38139010.0,26137970.0
Rampant,2018-10-25,69.0,"Action,Horror,Drama,Fantasy", Korean,112000000.0,531123847.6,419123847.6
Slam Dunk 2: National Tournament,1994-07-09,47.0,"Drama,Animation,Comedy", Japanese,147200000.0,937727043.8,790527043.8
"Man, Woman & the Wall",2006-10-30,67.0,"Drama,Romance,Thriller", Japanese,102400000.0,385654388.2,283254388.2
La leyenda del Charro Negro,2018-01-19,80.0,"Animation,Fantasy,Action,Family"," Spanish, Castilian",82600000.0,787229985.0,704629985.0
Cook Up a Storm,2017-02-10,75.0,"Drama,Comedy", Cantonese,125000.0,60687780.0,60562780.0
Cold Prey,2006-10-13,62.0,"Horror,Mystery,Thriller", Norwegian,89600000.0,500625176.2,411025176.2
Queen of Underworld,1991-11-20,37.0,"Comedy,Action,Drama,Crime,History", Cantonese,49870000.0,338083083.6,288213083.6
Legend of the Red Dragon,1994-02-05,67.0,"Action,Comedy,Adventure", Cantonese,86300000.0,853406448.8,767106448.8
Minuscule: Valley of the Lost Ants,2014-01-29,69.0,"Animation,Adventure,Family", French,19700000.0,30000000.0,10300000.0
P.S. Girls,2016-02-04,57.0,"Romance,Thriller", Korean,103200000.0,302027407.2,198827407.2
The Six Devil Women,1996-05-24,85.0,Crime, Cantonese,187000000.0,873913042.0,686913042.0
Fist of the North Star: Legend of Raoh - Chapter of Death in Love,2006-03-11,67.0,"Animation,Action", Japanese,109144000.0,305481707.4,196337707.39999998
Perras,2011-03-04,69.0,"Thriller,Drama,Romance"," Spanish, Castilian",30000000.0,451516855.8,421516855.8
Raise the Red Lantern,1991-12-18,80.0,Drama, Chinese,172000000.0,682835308.6,510835308.6
Project Gutenberg,2018-09-30,69.0,"Action,Crime,Mystery,Thriller", Cantonese,38272500.0,268331114.4,230058614.4
Dino King: Journey to Fire Mountain,2019-12-25,78.0,"Animation,Adventure", Korean,101000000.0,893800197.2,792800197.2
Seven Days War,2019-12-13,66.0,"Animation,Drama,Action", Japanese,102300000.0,517328396.4,415028396.4
Dark Water,2002-01-19,68.0,"Drama,Horror,Mystery,Thriller", Japanese,60000000.0,49473093.0,-10526907.0
Inazuma Eleven Go vs. Danball Senki W,2012-12-01,80.0,"Action,Adventure,Animation,Science Fiction", Japanese,209000000.0,815350721.2,606350721.2
"It's Not You, It's Me",2010-08-27,73.0,"Drama,Comedy,Romance"," Spanish, Castilian",99000000.0,567214986.6,468214986.6
Sleepless Sex 2,2016-05-19,0.0,Romance, Korean,181600000.0,175269998.8,-6330001.199999988
My Way,2011-12-21,80.0,"Drama,Action,History,War", Korean,25500000.0,16653488.0,-8846512.0
Expelled from Paradise,2014-11-15,64.0,"Action,Animation,Science Fiction", Japanese,61002587.6,258021218.0,197018630.4
Porno,1990-01-26,74.0,"Comedy,Romance", Polish,121600000.0,453782050.8,332182050.8
Love Hurts,2002-11-08,77.0,"Drama,Romance"," Spanish, Castilian",10000000.0,65771546.6,55771546.6
Herod's Law,1999-11-09,80.0,"Comedy,Crime,Mystery"," Spanish, Castilian",17363393.0,52000.0,-17311393.0
Le Samouraï,1994-05-05,78.0,"Crime,Thriller", French,25273270.6,39481.0,-25233789.6
"Turn Me On, Dammit!",2011-08-19,63.0,"Drama,Comedy", Norwegian,3100000.0,183518920.0,180418920.0
Sympathy for Mr. Vengeance,2002-03-29,75.0,"Action,Drama,Thriller", Korean,4000000.0,1954937.0,-2045063.0
Sex for Sale,1993-02-19,70.0,, Cantonese,100140523.8,625891229.0,525750705.2
Ma mère,2004-05-19,45.0,Drama, French,124000000.0,153968300.4,29968300.400000006
The Servant,2010-06-02,60.0,"Romance,Drama,History,Comedy", Korean,145600000.0,694095376.2,548495376.2
Farewell My Concubine,1993-01-01,79.0,Drama, Chinese,28519270.6,5750000.0,-22769270.6
Psycho-Pass: Sinners of the System -  Case.1 Crime and Punishment,2019-01-25,69.0,"Animation,Science Fiction,Crime", Japanese,175000000.0,650461717.2,475461717.20000005
Noroi: The Curse,2005-08-20,69.0,"Horror,Mystery,Thriller", Japanese,2000000.0,257720413.2,255720413.2
Fabricated City,2017-02-09,78.0,"Action,Thriller,Crime", Korean,192400000.0,717762740.2,525362740.20000005
極道記者2 馬券転生篇,1994-11-19,0.0,, Japanese,167540000.0,175269998.8,7729998.800000012
Legend of the Fist: The Return of Chen Zhen,2010-10-09,67.0,"Drama,Action,History,Thriller", Cantonese,26660000.0,48398.0,-26611602.0
Urusei Yatsura: Always My Darling,1991-08-16,58.0,"Action,Adventure,Animation,Comedy,Romance,Family", Japanese,90498000.0,404097025.2,313599025.2
Mezzo Forte,2000-05-25,65.0,"Animation,Action,Thriller", Japanese,101500000.0,437389639.0,335889639.0
Help! I'm a Fish,2001-04-12,66.0,"Adventure,Animation,Comedy", Danish,18000000.0,5595327.0,-12404673.0
Sahara,2017-02-01,59.0,"Adventure,Animation,Comedy,Family", French,145000000.0,121645390.0,-23354610.0
Student Services,2010-01-18,50.0,Drama, French,151600000.0,665194474.0,513594474.0
Detective Conan: The Darkest Nightmare,2016-04-16,68.0,"Adventure,Mystery,Animation", Japanese,52533596.6,9953934.0,-42579662.6
MILF,2018-05-02,58.0,Comedy, French,11883300.6,1100000.0,-10783300.6
They Call Me Jeeg,2016-02-25,74.0,"Crime,Drama,Action,Science Fiction", Italian,1900000.0,50765702.8,48865702.8
Once Upon a Time in China II,1992-04-16,71.0,"Action,Comedy", Cantonese,24451800.0,30399676.0,5947876.0
Flight Crew,2016-04-21,69.0,Action, Russian,10000000.0,27305571.0,17305571.0
The Temptation Came at Stormy Night,2016-08-09,40.0,"Drama,Mystery", Japanese,118800000.0,836011985.4,717211985.4
Trauma,2017-12-25,57.0,"Horror,Thriller,Drama"," Spanish, Castilian",99000000.0,291486030.2,192486030.2
If I Were a Boy,2017-02-22,53.0,Comedy, French,5520017.8,1162912.0,-4357105.8
Cinderella,2011-10-30,68.0,"Family,TV Movie,Fantasy,Romance", Italian,95000000.0,542351353.0,447351353.0
Cinderella,2011-10-30,68.0,"Family,TV Movie,Fantasy,Romance", Italian,2900000.0,263591415.0,260691415.0
Haunted Hospital: Heilstatten,2018-02-22,54.0,Horror, German,3280017.8,2330777.0,-949240.7999999998
The Dude in Me,2019-01-09,79.0,"Fantasy,Comedy", Korean,28905333.2,14651772.0,-14253561.2
The Hunt for the Hidden Relic,2002-12-05,67.0,"Adventure,Science Fiction,Fantasy,Thriller", German,162000000.0,636854441.2,474854441.20000005
Step-Brother,2016-09-20,50.0,"Drama,Romance", Korean,175600000.0,288568132.4,112968132.39999998
